config_id,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,decode_tok_s,ttft_ms,tpot_ms,duration_s,baseline_power_w,active_power_w,peak_power_w,dynamic_power_w,total_energy_j,dynamic_energy_per_token_mj,temp_cpu_start_c,temp_cpu_end_c,cooling_state,cpu_freq_mhz,voltage_v,notes
RND_0158,Random_50M_150M,20,384,16,1,64,48,1568,20.8000,1092.00,48.08,1.8132,0.2487,0.5213,0.7453,0.2726,0.9451,30.8886,39.2,38.5,0,1900.8,4.327,
RND_0160,Random_50M_150M,15,640,4,2,16,16,1376,25.6800,837.00,38.94,1.4211,0.2537,0.4495,0.6293,0.1958,0.6387,17.3887,38.1,38.5,0,1900.8,4.325,
RND_0161,Random_50M_150M,25,416,16,1,16,16,2176,16.4700,1591.00,60.72,2.5017,0.2850,0.5572,0.8370,0.2722,1.3941,42.5638,39.2,39.5,0,1900.8,4.322,
RND_0162,Random_50M_150M,14,608,12,4,32,64,2272,16.2900,1472.00,61.39,2.3928,0.2793,0.4835,0.7524,0.2042,1.1569,30.5339,38.8,39.5,0,1900.8,4.311,
RND_0163,Random_50M_150M,24,480,16,16,32,16,2464,11.9000,2099.00,84.03,3.3595,0.2783,0.5492,0.7406,0.2709,1.8449,56.8788,38.8,39.8,0,1900.8,4.311,
RND_0164,Random_50M_150M,12,576,16,8,64,64,2176,6.2500,1143.00,160.00,3.5430,0.2870,0.6073,0.8405,0.3203,2.1516,70.9274,40.2,40.2,0,1900.8,4.300,
RND_0165,Random_50M_150M,22,448,12,4,48,48,2432,5.1200,1319.00,195.31,4.2487,0.2818,0.6114,0.8933,0.3296,2.5975,87.5272,39.8,39.5,0,1900.8,4.302,
RND_0166,Random_50M_150M,27,416,4,1,16,16,1984,18.0500,1436.00,55.40,2.2670,0.2664,0.5336,0.7707,0.2672,1.2097,37.8622,39.5,39.5,0,1900.8,4.292,
RND_0167,Random_50M_150M,19,512,4,2,16,48,1888,20.0000,1179.00,50.00,1.9290,0.2665,0.4549,0.6747,0.1884,0.8775,22.7081,39.5,40.2,0,1900.8,4.285,
RND_0168,Random_50M_150M,25,384,4,4,64,32,2112,6.3000,1062.00,158.73,3.4430,0.2903,0.5894,0.8083,0.2991,2.0292,64.3567,39.8,40.5,0,1900.8,4.288,
RND_0169,Random_50M_150M,11,544,12,12,16,16,2880,20.8600,1082.00,47.94,1.8011,0.2888,0.4106,0.5238,0.1218,0.7395,13.7100,40.2,39.8,0,1900.8,4.277,
RND_0170,Random_50M_150M,24,448,2,1,32,48,1472,20.5500,1022.00,48.66,1.7519,0.2501,0.4599,0.6796,0.2098,0.8057,22.9770,39.8,40.5,0,1900.8,4.273,
RND_0171,Random_50M_150M,17,448,12,3,64,64,1760,19.7400,1190.00,50.66,1.9499,0.2545,0.4597,0.6675,0.2053,0.8964,25.0178,40.2,41.2,0,1900.8,4.275,
RND_0172,Random_50M_150M,28,288,1,1,32,64,1536,25.4700,854.00,39.26,1.4429,0.2770,0.4860,0.6968,0.2090,0.7013,18.8494,40.9,40.9,0,1900.8,4.272,
RND_0173,Random_50M_150M,8,576,4,2,64,32,1568,33.2600,497.00,30.07,0.9480,0.2536,0.4148,0.5660,0.1612,0.3932,9.5508,40.9,40.5,0,1900.8,4.269,
RND_0174,Random_50M_150M,9,608,6,3,48,48,2336,24.0000,833.00,41.67,1.4580,0.3733,0.5480,0.8887,0.1748,0.7990,15.9275,40.9,42.2,0,1900.8,4.263,
RND_0175,Random_50M_150M,18,416,16,2,16,64,1536,22.4900,1029.00,44.46,1.6960,0.2664,0.4982,0.8245,0.2318,0.8449,24.5668,40.9,40.5,0,1900.8,4.257,
RND_0176,Random_50M_150M,23,448,16,1,16,32,1440,22.3500,1151.00,44.74,1.8221,0.2909,0.4531,0.6724,0.1622,0.8256,18.4751,40.9,39.8,0,1900.8,4.254,
RND_0177,Random_50M_150M,26,512,1,1,32,48,2112,12.3900,2475.00,80.71,3.6857,0.2763,0.5292,0.6876,0.2529,1.9503,58.2497,40.9,41.5,0,1900.8,4.247,
RND_0178,Random_50M_150M,12,608,6,2,32,64,1792,22.1600,1078.00,45.13,1.7549,0.2464,0.4002,0.5459,0.1537,0.7023,16.8608,40.5,40.9,0,1900.8,4.236,
RND_0179,Random_50M_150M,28,288,6,2,48,16,1504,23.5100,863.00,42.54,1.5010,0.4883,0.5303,0.7580,0.0420,0.7960,3.9405,41.5,41.2,0,1900.8,4.237,
RND_0180,Random_50M_150M,28,352,16,1,48,48,800,22.9400,956.00,43.59,1.6099,0.2859,0.4978,0.7613,0.2118,0.8013,21.3156,41.2,40.9,0,1900.8,4.234,
RND_0181,Random_50M_150M,10,512,12,12,48,16,1344,11.3200,485.00,88.34,1.8101,0.2624,0.4389,0.6886,0.1765,0.7945,19.9670,40.5,40.9,0,1900.8,4.227,
RND_0182,Random_50M_150M,9,640,16,2,48,64,3008,6.7300,952.00,148.59,3.1808,0.2458,0.5283,0.7925,0.2825,1.6804,56.1538,41.2,40.5,0,1900.8,4.224,
RND_0183,Random_50M_150M,26,288,16,4,32,48,1440,21.7400,1010.00,46.00,1.7000,0.2916,0.5401,0.7954,0.2485,0.9182,26.4054,41.2,41.9,0,1900.8,4.221,
RND_0184,Random_50M_150M,19,544,1,1,64,32,1472,20.9800,976.00,47.66,1.6910,0.2933,0.3973,0.5496,0.1040,0.6717,10.9876,40.5,41.2,0,1900.8,4.208,
RND_0185,Random_50M_150M,10,448,2,2,16,16,2240,29.7000,580.00,33.67,1.0851,0.2644,0.5378,1.0477,0.2734,0.5835,18.5418,41.2,41.2,0,1900.8,4.210,
RND_0186,Random_50M_150M,27,384,2,1,16,32,1600,8.3500,849.00,119.76,2.6454,0.2982,0.5519,0.8240,0.2537,1.4601,41.9457,41.5,40.5,0,1900.8,4.208,
RND_0187,Random_50M_150M,20,640,4,1,32,48,2048,5.1900,1245.00,192.68,4.1352,0.2372,0.5540,0.9421,0.3168,2.2908,81.8806,41.5,40.9,0,1900.8,4.199,
RND_0188,Random_50M_150M,28,384,12,12,48,64,704,7.6100,909.00,131.41,2.8801,0.2899,0.5996,1.0928,0.3097,1.7269,55.7526,41.5,42.2,0,1900.8,4.189,
RND_0189,Random_50M_150M,20,448,12,2,64,16,1248,22.5200,928.00,44.40,1.5941,0.2764,0.4006,0.7057,0.1242,0.6387,12.3783,42.2,41.5,0,1900.8,4.191,
